time,long,lat,speed,heading,odometer,power
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
1454965960,-92.3202698,38.9653055,0.0,152.9,717897.0,on
